,floor_built,subdistrict,bathrooms,floor,district,bedrooms,air_conditioning,fitted_wardrobes,garage_included,private_owner,balcony
3177,29,1072.0970473494451,1,0,1557.649671927716,0,1,0,0,0,0
374,208,2565.4046762527896,3,1,1924.735143390946,4,1,1,1,0,0
5352,232,2633.666621779537,2,1,2432.499556198407,2,1,1,0,0,0
2973,89,1734.2144629054412,1,4,1557.649671927716,2,1,1,1,1,0
2922,55,1361.382560606914,1,4,1557.649671927716,2,1,0,0,0,0
1420,117,2604.162396896911,2,2,1919.137486048757,3,0,0,0,0,1
5424,76,2223.5609729977564,2,3,2432.499556198407,2,1,1,0,0,0
494,38,1377.8023914145683,1,4,1924.735143390946,1,0,0,0,0,0
2839,65,1734.2144629054412,1,9,1557.649671927716,1,1,1,0,1,0
3504,120,1860.2384333859775,2,4,1773.2995514961183,3,1,1,0,0,1
3840,84,1376.6394127776584,1,4,1773.2995514961183,3,0,0,0,0,1
1465,93,1399.6849520214823,2,4,1919.137486048757,3,1,1,1,1,0
3784,65,1789.5492272735808,1,3,1773.2995514961183,1,1,1,1,0,0
7016,84,2210.5592126265187,2,3,1848.1300723995475,1,1,0,0,0,0
5560,215,2813.642519715502,2,3,2432.499556198407,3,1,1,0,0,0
5966,130,2813.642519715502,3,3,2432.499556198407,2,1,1,0,0,0
3555,61,1789.5492272735808,1,1,1773.2995514961183,2,0,0,0,0,0
1318,60,2014.3944721711568,1,1,1919.137486048757,2,0,0,0,0,0
6556,56,1643.224517225123,2,2,1848.1300723995475,1,1,1,0,0,1
3702,112,1376.6394127776584,2,1,1773.2995514961183,3,1,1,1,0,0
5972,50,1618.0971522731115,1,9,2432.499556198407,1,0,1,0,0,0
6101,78,1397.141159781011,1,18,1629.642194242578,1,1,1,1,0,0
1312,65,1399.6849520214823,1,6,1919.137486048757,1,1,0,0,0,0
6120,60,1389.833228409667,1,2,1629.642194242578,1,0,0,1,0,0
5648,170,2633.666621779537,3,5,2432.499556198407,4,1,1,0,0,0
7501,129,1605.973354087283,3,2,1848.1300723995475,2,0,1,0,0,0
4538,86,908.127559444105,2,6,1005.9320210441978,3,1,1,0,0,0
3454,137,1160.4348859792096,2,1,1065.5090123520292,3,1,1,1,0,1
3077,55,1933.6920478837662,1,4,1557.649671927716,1,1,1,0,0,0
4404,97,1107.9035171727414,2,1,1005.9320210441978,3,0,1,0,0,0
5566,125,1435.4708320168122,2,6,2432.499556198407,2,1,1,1,1,0
5197,82,2633.666621779537,2,3,2432.499556198407,2,1,1,0,1,0
1951,65,2326.721192006667,1,4,2161.0284695868604,1,1,1,0,0,0
6688,251,2210.5592126265187,2,2,1848.1300723995475,3,0,0,0,0,1
7304,40,2210.5592126265187,1,6,1848.1300723995475,0,1,1,0,1,0
7596,65,1643.224517225123,1,1,1848.1300723995475,1,0,1,0,0,0
2215,102,1888.2529309772844,2,3,2161.0284695868604,3,0,1,0,0,0
144,108,2247.0750811056214,2,5,1924.735143390946,3,1,1,0,0,1
5533,67,2633.666621779537,1,2,2432.499556198407,1,1,1,1,0,0
5318,55,2813.642519715502,1,2,2432.499556198407,1,1,1,0,0,0
971,123,1445.3545932406842,2,1,1640.7201765841617,3,0,0,1,0,0
861,171,1586.7357613655568,3,0,1640.7201765841617,4,1,1,1,0,0
7100,74,1822.6305171996403,1,2,1848.1300723995475,1,1,1,0,0,1
1610,124,2694.678683136039,3,4,2161.0284695868604,2,1,0,1,0,0
1272,180,1269.801120630257,3,3,1919.137486048757,5,0,1,1,1,0
531,98,2041.757763015157,1,3,1924.735143390946,3,1,0,0,1,0
4523,81,927.2953636414851,1,1,1005.9320210441978,3,0,1,0,0,0
6868,42,1605.973354087283,1,1,1848.1300723995475,1,0,0,0,1,0
2099,55,1955.442642756042,1,5,2161.0284695868604,0,1,0,0,1,0
6909,43,1643.224517225123,1,2,1848.1300723995475,1,1,1,0,1,0
3236,65,1933.6920478837662,1,4,1557.649671927716,2,1,1,0,0,0
2061,60,1603.6327285909183,1,3,2161.0284695868604,1,1,1,0,0,0
1451,60,2014.3944721711568,1,6,1919.137486048757,2,0,0,0,0,0
936,118,1067.440589444302,2,0,1640.7201765841617,3,1,1,0,0,0
5212,41,1618.0971522731115,1,2,2432.499556198407,1,1,1,0,0,0
479,210,2041.757763015157,5,9,1924.735143390946,5,1,1,0,0,1
6102,78,1397.141159781011,1,17,1629.642194242578,1,1,1,1,0,0
7233,178,1971.3293388921502,2,2,1848.1300723995475,1,1,1,0,0,1
3921,28,792.6662248828087,1,1,927.243038503216,1,0,0,0,0,0
7206,25,1643.224517225123,1,2,1848.1300723995475,0,1,0,0,0,0
5132,120,2821.352634017893,2,1,2432.499556198407,2,1,1,0,0,0
5022,55,2223.5609729977564,1,1,2432.499556198407,1,1,1,0,0,0
4503,80,1033.2117396715166,1,2,1005.9320210441978,3,1,1,0,0,0
3714,170,2360.8286019668476,4,0,1773.2995514961183,4,1,1,1,0,0
4361,80,1595.4214451878436,2,2,1233.6969424440695,2,1,1,1,0,0
3803,90,1376.6394127776584,1,6,1773.2995514961183,3,0,1,0,0,0
7630,50,1605.973354087283,1,1,1848.1300723995475,2,1,1,0,0,0
746,90,1477.2405075770378,2,2,1640.7201765841617,2,0,0,0,0,0
4416,60,908.127559444105,1,4,1005.9320210441978,2,0,0,0,1,0
2327,65,961.4483322322429,1,4,948.176640496566,1,0,1,1,1,0
5600,108,1618.0971522731115,2,1,2432.499556198407,3,1,0,0,0,0
3067,37,1366.9210595049701,1,0,1557.649671927716,1,1,1,0,1,0
7603,58,1605.973354087283,1,0,1848.1300723995475,1,1,0,0,0,0
1908,170,1955.442642756042,2,7,2161.0284695868604,3,1,1,1,0,0
3673,60,1860.2384333859775,1,2,1773.2995514961183,1,1,0,0,0,0
3307,320,1495.0731414192628,3,4,1065.5090123520292,4,1,1,1,0,0
1926,150,2694.678683136039,3,1,2161.0284695868604,3,1,0,0,0,0
1210,52,2496.3070249563402,1,3,1919.137486048757,1,1,1,1,0,0
1389,155,2014.3944721711568,2,6,1919.137486048757,2,1,1,1,0,0
4552,78,895.4715227311139,1,1,1090.8186581037687,3,0,0,0,0,0
538,52,1377.8023914145683,1,4,1924.735143390946,1,1,1,0,1,0
1767,97,2694.678683136039,2,1,2161.0284695868604,2,1,1,0,0,1
525,82,2565.4046762527896,1,2,1924.735143390946,2,0,1,1,1,0
7086,50,1643.224517225123,1,5,1848.1300723995475,1,1,0,0,0,0
1955,221,2326.721192006667,4,3,2161.0284695868604,4,1,1,1,0,0
1456,38,1269.801120630257,1,3,1919.137486048757,1,1,1,0,0,0
5932,113,1618.0971522731115,2,3,2432.499556198407,2,1,1,0,0,0
3931,62,1181.5093101631392,1,3,927.243038503216,2,0,0,0,0,1
2508,47,1313.6595473494451,1,2,1301.7464633309805,1,1,1,1,0,0
5854,170,2633.666621779537,3,5,2432.499556198407,4,1,1,0,0,0
3404,98,1015.3455235698771,2,3,1065.5090123520292,2,0,1,1,0,0
6537,60,1643.224517225123,1,5,1848.1300723995475,1,1,1,0,1,0
1620,48,1955.442642756042,1,1,2161.0284695868604,1,0,1,0,0,0
1275,96,1269.801120630257,1,4,1919.137486048757,3,0,1,0,1,0
2817,45,1734.2144629054412,1,5,1557.649671927716,1,1,1,0,0,0
3148,195,1933.6920478837662,3,4,1557.649671927716,3,0,1,0,0,0
5823,119,2633.666621779537,2,3,2432.499556198407,3,1,1,0,0,1
6684,86,1971.3293388921502,2,1,1848.1300723995475,2,0,1,1,0,0
1249,70,2014.3944721711568,2,6,1919.137486048757,2,1,1,0,0,0
6095,70,817.0738409103712,1,3,850.803111720161,2,1,0,0,0,0
5591,70,2633.666621779537,1,1,2432.499556198407,3,0,1,0,0,0
1622,50,1955.442642756042,1,1,2161.0284695868604,1,0,1,0,0,0
3474,162,1789.5492272735808,2,2,1773.2995514961183,3,0,1,1,0,0
3498,195,1860.2384333859775,2,0,1773.2995514961183,1,1,1,1,1,0
2668,85,1366.9210595049701,2,1,1557.649671927716,3,0,1,1,0,1
996,105,1445.3545932406842,2,0,1640.7201765841617,2,1,1,1,0,0
5129,101,2821.352634017893,2,5,2432.499556198407,2,1,1,0,0,0
4572,65,895.4715227311139,1,3,1090.8186581037687,3,0,1,0,0,0
765,108,1445.3545932406842,1,7,1640.7201765841617,2,1,1,1,0,0
7807,50,1332.4263309109344,1,0,1233.9589170661993,1,1,1,1,1,0
1211,60,2496.3070249563402,1,6,1919.137486048757,1,1,1,0,0,0
7232,40,1605.973354087283,1,4,1848.1300723995475,0,1,0,0,1,0
3465,35,1860.2384333859775,1,0,1773.2995514961183,0,1,0,0,0,0
6920,55,1605.973354087283,1,4,1848.1300723995475,1,1,0,0,0,0
3137,47,1244.946101173764,1,2,1557.649671927716,2,1,1,0,1,1
5604,342,2633.666621779537,2,3,2432.499556198407,3,1,1,1,0,1
5454,88,2813.642519715502,2,2,2432.499556198407,2,1,1,0,0,0
2268,136,961.4483322322429,2,5,948.176640496566,4,1,1,1,1,0
1111,90,1477.2405075770378,2,5,1640.7201765841617,2,1,1,1,0,0
2750,43,1361.382560606914,1,2,1557.649671927716,1,0,1,1,0,0
1224,122,2014.3944721711568,2,6,1919.137486048757,3,0,0,0,0,0
3389,50,1015.3455235698771,1,2,1065.5090123520292,1,1,1,1,0,0
3839,105,1789.5492272735808,2,0,1773.2995514961183,3,1,1,1,0,0
5904,115,2821.352634017893,2,2,2432.499556198407,2,1,0,0,1,1
3082,69,1933.6920478837662,1,18,1557.649671927716,3,0,0,1,1,0
4744,71,1061.4122987034937,1,1,943.1819623208775,3,1,1,0,0,0
3306,80,1015.3455235698771,2,4,1065.5090123520292,2,1,1,1,0,0
5268,170,2813.642519715502,2,6,2432.499556198407,2,1,1,1,0,1
154,75,1310.5436387571938,1,2,1924.735143390946,1,1,1,0,0,0
7743,80,1092.0658272773367,2,6,1233.9589170661993,2,0,1,1,0,0
3777,180,2360.8286019668476,3,1,1773.2995514961183,3,1,1,1,0,0
5234,97,1618.0971522731115,2,4,2432.499556198407,2,1,1,1,1,0
2921,54,1072.0970473494451,1,1,1557.649671927716,3,0,0,0,0,1
750,85,1067.440589444302,1,8,1640.7201765841617,2,1,1,1,0,1
1917,75,1603.6327285909183,1,5,2161.0284695868604,3,0,1,0,0,0
2631,82,1207.1925406722823,1,2,1301.7464633309805,2,0,1,0,1,1
4606,123,885.9715227311139,2,2,943.1819623208775,3,0,1,1,1,0
4400,40,1107.9035171727414,1,0,1005.9320210441978,1,1,0,0,0,0
6968,300,1969.5944151832307,4,3,1848.1300723995475,4,1,1,1,0,0
414,65,1310.5436387571938,1,9,1924.735143390946,1,1,1,0,1,0
6053,52,881.0548560644471,1,3,850.803111720161,1,1,1,0,0,0
6692,40,2210.5592126265187,1,2,1848.1300723995475,0,1,0,0,0,0
7543,31,1822.6305171996403,1,4,1848.1300723995475,0,1,0,0,0,0
4745,66,931.5329136386683,1,4,943.1819623208775,2,1,0,0,0,0
1432,45,1269.801120630257,1,3,1919.137486048757,0,1,0,0,1,0
7119,40,1822.6305171996403,1,1,1848.1300723995475,1,1,0,0,0,0
6353,142,1389.833228409667,2,5,1629.642194242578,4,1,1,1,0,0
626,43,1377.8023914145683,1,4,1924.735143390946,2,0,0,0,0,0
6571,121,1969.5944151832307,2,2,1848.1300723995475,2,1,1,1,0,0
4174,108,1103.26103439928,2,12,1233.6969424440695,3,1,1,1,0,0
5696,82,2223.5609729977564,1,7,2432.499556198407,3,1,1,0,0,0
6256,80,2458.5696217023665,2,1,1629.642194242578,2,1,1,0,1,0
5256,101,2813.642519715502,2,6,2432.499556198407,2,1,1,0,0,0
3058,133,1933.6920478837662,2,6,1557.649671927716,3,1,1,0,1,0
7700,42,1969.5944151832307,1,1,1848.1300723995475,1,1,0,0,0,0
2446,60,1303.80848653284,1,4,1301.7464633309805,1,1,1,0,0,1
5965,140,2821.352634017893,3,4,2432.499556198407,3,1,1,0,0,1
3981,26,792.6662248828087,1,0,927.243038503216,0,1,0,0,0,0
3622,62,1860.2384333859775,1,7,1773.2995514961183,1,1,1,0,0,0
4070,125,1533.8078264476776,2,2,1233.6969424440695,3,1,1,1,0,0
4359,58,958.0746586280278,1,0,1233.6969424440695,0,1,0,0,0,0
7162,115,1971.3293388921502,2,5,1848.1300723995475,2,1,1,1,0,0
2254,121,961.4483322322429,2,7,948.176640496566,3,1,1,1,0,1
7203,80,1643.224517225123,1,3,1848.1300723995475,1,1,1,0,0,1
5362,103,2223.5609729977564,2,1,2432.499556198407,3,1,1,0,0,0
1652,63,2694.678683136039,1,0,2161.0284695868604,1,1,0,0,0,0
4305,70,1103.26103439928,1,1,1233.6969424440695,1,1,1,1,1,1
1176,91,2014.3944721711568,2,1,1919.137486048757,2,1,1,0,0,0
2925,100,1366.9210595049701,2,4,1557.649671927716,3,1,1,0,1,0
6707,63,1605.973354087283,1,0,1848.1300723995475,1,0,0,0,0,0
3118,50,1244.946101173764,1,0,1557.649671927716,1,1,1,0,0,0
2633,47,1313.6595473494451,1,2,1301.7464633309805,1,0,0,1,0,0
6341,120,1479.014960744849,2,5,1629.642194242578,2,1,1,1,0,0
3652,70,1860.2384333859775,1,14,1773.2995514961183,1,1,1,0,0,0
707,350,1126.2792991217214,4,4,1640.7201765841617,4,1,1,1,0,0
2948,43,1072.0970473494451,1,1,1557.649671927716,0,1,0,0,1,0
3522,67,1860.2384333859775,1,1,1773.2995514961183,2,1,1,0,0,0
761,135,2429.8684325082836,4,2,1640.7201765841617,3,0,1,1,0,0
431,52,1377.8023914145683,1,0,1924.735143390946,1,1,0,0,0,0
3312,140,1160.4348859792096,2,1,1065.5090123520292,3,1,1,1,0,0
1594,31,1888.2529309772844,1,3,2161.0284695868604,1,1,1,0,0,0
6068,113,917.7587929318537,2,8,850.803111720161,2,1,1,1,1,0
863,27,1785.2131654554673,1,2,1640.7201765841617,0,0,1,0,1,0
3436,98,1217.189876626669,2,1,1065.5090123520292,3,1,0,0,0,0
4196,110,958.0746586280278,2,2,1233.6969424440695,3,1,1,1,0,0
647,167,2565.4046762527896,2,6,1924.735143390946,3,1,0,0,0,0
124,120,2041.757763015157,2,3,1924.735143390946,2,1,1,1,0,0
436,52,1377.8023914145683,1,0,1924.735143390946,1,1,0,0,0,0
3233,85,1366.9210595049701,2,1,1557.649671927716,3,0,1,1,0,1
1711,64,1850.3131654554672,1,6,2161.0284695868604,0,1,1,0,1,0
7128,70,1822.6305171996403,1,5,1848.1300723995475,1,1,0,0,0,0
7739,72,1332.4263309109344,1,4,1233.9589170661993,1,1,1,0,0,0
4415,63,1107.9035171727414,1,0,1005.9320210441978,2,1,0,0,0,0
3039,55,1734.2144629054412,1,8,1557.649671927716,1,1,1,1,0,0
7290,50,1605.973354087283,1,0,1848.1300723995475,2,0,0,0,0,0
2192,145,2326.721192006667,2,5,2161.0284695868604,2,1,1,0,0,1
788,104,1126.2792991217214,2,5,1640.7201765841617,3,0,1,1,0,0
2675,64,1361.382560606914,2,2,1557.649671927716,2,1,1,0,0,0
4191,77,1098.8428903756871,1,5,1233.6969424440695,1,1,0,0,0,0
3552,104,1860.2384333859775,2,3,1773.2995514961183,3,1,0,1,0,0
6048,75,817.0738409103712,1,3,850.803111720161,2,0,0,0,0,1
4334,136,1595.4214451878436,2,2,1233.6969424440695,3,1,1,1,1,0
2568,65,1331.2705710241676,1,3,1301.7464633309805,1,1,1,0,1,0
4629,60,885.9715227311139,1,1,943.1819623208775,2,0,0,0,0,0
1115,70,1269.801120630257,1,3,1919.137486048757,2,1,1,0,0,0
4135,170,1533.8078264476776,3,3,1233.6969424440695,5,1,1,1,0,0
5585,70,2633.666621779537,1,1,2432.499556198407,2,0,1,0,0,0
5849,138,2813.642519715502,2,5,2432.499556198407,2,1,0,1,0,0
5690,45,1618.0971522731115,1,0,2432.499556198407,1,1,1,0,0,0
6054,59,968.3881893977805,1,5,850.803111720161,3,0,0,0,0,1
3685,175,2360.8286019668476,3,2,1773.2995514961183,4,1,1,1,0,1
2876,50,1933.6920478837662,1,2,1557.649671927716,1,1,1,0,0,0
5341,70,2821.352634017893,1,2,2432.499556198407,1,1,1,0,0,0
4223,90,1533.8078264476776,2,12,1233.6969424440695,2,1,0,0,0,0
1649,130,1850.3131654554672,2,7,2161.0284695868604,2,1,1,0,1,0
2551,150,1363.5830710241676,3,1,1301.7464633309805,3,1,1,0,0,0
3958,87,1010.0598429793969,1,1,927.243038503216,2,0,0,0,0,0
7236,210,1969.5944151832307,3,5,1848.1300723995475,4,1,1,1,0,0
1775,20,2694.678683136039,2,4,2161.0284695868604,0,1,1,0,0,1
891,126,1586.7357613655568,2,3,1640.7201765841617,4,1,1,1,0,1
3741,65,1376.6394127776584,1,2,1773.2995514961183,1,1,1,1,1,0
6674,221,1971.3293388921502,3,1,1848.1300723995475,2,1,0,1,0,1
938,143,1477.2405075770378,2,8,1640.7201765841617,3,0,1,0,0,0
4853,41,850.7745479127937,1,2,889.030233659284,2,0,0,0,0,0
6774,55,1969.5944151832307,1,2,1848.1300723995475,1,1,1,0,0,1
6212,97,1422.0916645783918,2,4,1629.642194242578,2,1,1,0,0,0
350,45,2247.0750811056214,1,2,1924.735143390946,1,1,0,0,0,0
2981,63,1244.946101173764,1,3,1557.649671927716,1,1,1,0,0,0
3251,85,1019.3764466423203,1,0,1065.5090123520292,3,0,1,0,0,0
4872,100,875.5219424257789,2,7,889.030233659284,3,0,1,0,0,0
1414,77,2014.3944721711568,1,4,1919.137486048757,3,0,1,0,0,0
1062,121,2429.8684325082836,2,2,1640.7201765841617,3,0,1,0,0,0
2957,75,1366.9210595049701,1,1,1557.649671927716,2,1,1,1,1,1
1717,170,1888.2529309772844,3,1,2161.0284695868604,3,1,1,0,0,1
2617,118,1331.2705710241676,2,1,1301.7464633309805,3,1,1,1,0,0
3942,52,1020.8881893977805,1,0,927.243038503216,1,1,0,0,0,0
3420,70,999.1563689866686,1,3,1065.5090123520292,2,1,1,0,1,0
7228,55,1643.224517225123,1,2,1848.1300723995475,1,1,1,0,0,0
6211,390,2458.5696217023665,6,4,1629.642194242578,6,1,1,1,0,1
7045,25,1643.224517225123,1,5,1848.1300723995475,0,1,1,0,0,0
6215,172,2458.5696217023665,2,1,1629.642194242578,4,1,1,1,0,0
2180,45,2326.721192006667,1,3,2161.0284695868604,0,1,1,0,0,0
4703,100,949.6107613655569,2,1,943.1819623208775,2,1,1,1,1,1
7658,56,1643.224517225123,2,2,1848.1300723995475,1,1,1,0,0,1
5712,200,2813.642519715502,2,4,2432.499556198407,4,0,1,0,0,1
1721,154,1955.442642756042,2,2,2161.0284695868604,3,0,1,0,0,1
4907,45,875.5219424257789,1,4,889.030233659284,1,0,1,0,0,0
6861,40,1643.224517225123,1,0,1848.1300723995475,1,1,0,0,0,0
2606,45,1331.2705710241676,1,3,1301.7464633309805,0,1,1,0,0,0
6997,148,1605.973354087283,2,1,1848.1300723995475,2,1,1,0,0,1
2379,68,1331.2705710241676,1,1,1301.7464633309805,2,0,1,0,0,1
3107,45,1244.946101173764,1,0,1557.649671927716,1,1,0,0,1,0
5623,53,2633.666621779537,1,6,2432.499556198407,2,1,1,0,0,1
7374,65,1969.5944151832307,1,4,1848.1300723995475,1,1,1,0,0,1
3221,48,1072.0970473494451,1,6,1557.649671927716,1,1,1,0,0,0
5342,114,2813.642519715502,2,2,2432.499556198407,2,0,0,0,0,0
6200,90,1479.014960744849,2,10,1629.642194242578,2,1,1,1,1,1
2252,56,2694.678683136039,1,7,2161.0284695868604,1,1,1,0,1,0
5397,83,2633.666621779537,2,7,2432.499556198407,2,1,1,1,0,0
3284,108,1015.3455235698771,1,0,1065.5090123520292,1,1,1,0,0,0
5484,48,2813.642519715502,1,4,2432.499556198407,1,1,0,0,0,0
7365,147,2210.5592126265187,3,1,1848.1300723995475,2,1,1,1,0,0
4269,78,1491.6036420483354,1,2,1233.6969424440695,2,1,1,0,1,0
3532,100,1184.3758531480348,2,0,1773.2995514961183,3,0,1,1,0,0
2882,68,1933.6920478837662,2,0,1557.649671927716,0,1,1,0,0,0
5381,60,2223.5609729977564,1,3,2432.499556198407,1,0,0,0,0,0
3695,320,2360.8286019668476,3,3,1773.2995514961183,5,0,1,1,0,0
1766,40,1850.3131654554672,1,1,2161.0284695868604,1,1,1,0,1,0
4481,120,1107.9035171727414,2,3,1005.9320210441978,3,1,1,0,1,0
3313,100,999.1563689866686,3,1,1065.5090123520292,3,0,1,1,1,0
2409,45,1363.5830710241676,1,0,1301.7464633309805,0,1,0,0,1,0
611,67,2247.0750811056214,1,9,1924.735143390946,1,1,0,0,0,1
1544,40,1955.442642756042,1,4,2161.0284695868604,2,0,0,0,1,0
5081,52,2813.642519715502,1,2,2432.499556198407,1,0,0,0,0,0
4294,50,1103.26103439928,1,0,1233.6969424440695,0,1,1,0,0,0
5607,169,2223.5609729977564,3,2,2432.499556198407,4,1,1,0,0,1
3517,90,1895.5738409103712,1,18,1773.2995514961183,2,1,1,0,0,0
5280,90,2813.642519715502,2,2,2432.499556198407,2,1,1,0,0,0
4844,102,980.4599177511127,2,7,889.030233659284,3,1,1,0,1,0
3881,86,1376.6394127776584,2,7,1773.2995514961183,2,1,1,1,0,0
588,84,1397.5029862787426,2,1,1924.735143390946,2,0,1,0,0,0
5534,116,2821.352634017893,2,7,2432.499556198407,4,0,1,0,0,0
5511,201,2821.352634017893,2,6,2432.499556198407,3,1,1,0,0,0
2991,48,1072.0970473494451,1,0,1557.649671927716,1,0,0,0,1,0
540,44,2041.757763015157,1,0,1924.735143390946,1,0,1,0,1,0
5002,90,1275.2194242577882,2,3,1028.447379222096,2,0,1,1,0,0
1130,85,2014.3944721711568,2,3,1919.137486048757,2,1,1,1,0,1
1751,165,1955.442642756042,2,2,2161.0284695868604,3,0,1,0,0,1
1059,90,1477.2405075770378,2,2,1640.7201765841617,2,1,1,0,0,0
2033,50,1955.442642756042,1,1,2161.0284695868604,2,0,1,0,0,0
1205,132,1407.1886090924454,2,9,1919.137486048757,4,0,1,0,0,0
2980,55,1072.0970473494451,1,4,1557.649671927716,2,0,1,0,0,0
6296,183,1526.8327337695262,2,1,1629.642194242578,3,1,1,1,0,0
126,110,2041.757763015157,2,3,1924.735143390946,2,1,1,1,0,0
773,138,1785.2131654554673,3,1,1640.7201765841617,3,1,1,1,0,0
7742,85,1092.0658272773367,2,3,1233.9589170661993,2,0,1,1,0,0
6429,85,1389.833228409667,2,5,1629.642194242578,2,1,1,1,0,0
5473,92,1618.0971522731115,2,1,2432.499556198407,3,1,0,0,0,0
3884,92,971.5890979056435,2,6,927.243038503216,2,1,1,0,1,1
6242,70,2458.5696217023665,2,1,1629.642194242578,2,1,1,0,0,0
868,81,1785.2131654554673,2,12,1640.7201765841617,1,0,1,1,0,0
129,70,1397.5029862787426,1,2,1924.735143390946,1,1,1,1,0,0
5026,280,1618.0971522731115,5,0,2432.499556198407,5,1,1,1,0,0
7453,56,2210.5592126265187,1,2,1848.1300723995475,0,1,1,0,0,1
7390,65,2210.5592126265187,1,1,1848.1300723995475,1,1,1,0,0,1
7727,80,1643.224517225123,2,2,1848.1300723995475,2,0,1,0,0,1
666,87,1397.5029862787426,2,5,1924.735143390946,2,1,1,0,0,0
4717,35,949.6107613655569,1,1,943.1819623208775,1,1,1,0,1,0
4610,93,959.4829136386683,1,6,943.1819623208775,1,0,0,0,0,0
7182,150,1971.3293388921502,2,4,1848.1300723995475,2,0,1,1,0,1
4370,89,958.0746586280278,2,2,1233.6969424440695,2,1,1,0,1,0
1036,73,1725.6582727733648,1,4,1640.7201765841617,2,0,0,0,0,1
918,106,1067.440589444302,2,1,1640.7201765841617,3,0,1,0,0,0
5154,62,1618.0971522731115,1,2,2432.499556198407,1,1,1,1,0,1
5614,140,1618.0971522731115,3,1,2432.499556198407,4,1,1,0,0,0
5518,250,2813.642519715502,3,2,2432.499556198407,4,1,1,0,0,0
4,30,1377.8023914145683,1,4,1924.735143390946,0,0,1,0,0,1
3212,46,1366.9210595049701,1,0,1557.649671927716,1,1,0,0,0,0
6013,48,968.3881893977805,1,1,850.803111720161,3,0,0,0,0,1
3290,140,1217.189876626669,1,5,1065.5090123520292,2,1,0,0,0,0
6781,56,2210.5592126265187,1,3,1848.1300723995475,1,0,0,0,0,0
2796,90,1933.6920478837662,2,5,1557.649671927716,2,1,1,0,0,0
2619,125,1363.5830710241676,2,8,1301.7464633309805,4,1,0,0,0,0
5468,127,2633.666621779537,2,1,2432.499556198407,3,1,1,0,0,1
4073,45,1595.4214451878436,1,11,1233.6969424440695,1,1,0,0,0,0
5221,140,2633.666621779537,2,2,2432.499556198407,3,1,1,0,0,1
5057,130,2821.352634017893,2,2,2432.499556198407,2,1,1,0,0,1
1810,215,2326.721192006667,5,3,2161.0284695868604,5,1,1,1,0,0
6823,55,1969.5944151832307,1,1,1848.1300723995475,1,1,0,1,0,0
7093,30,1822.6305171996403,1,5,1848.1300723995475,1,0,0,0,0,0
6834,62,1969.5944151832307,1,1,1848.1300723995475,2,1,1,0,0,0
6663,46,1605.973354087283,1,4,1848.1300723995475,1,1,1,0,0,0
1203,142,2496.3070249563402,2,9,1919.137486048757,3,1,1,1,1,0
3430,39,1217.189876626669,1,0,1065.5090123520292,0,1,0,0,0,0
605,57,2247.0750811056214,1,3,1924.735143390946,1,0,1,0,1,0
3984,90,971.5890979056435,1,8,927.243038503216,1,1,1,1,1,0
3948,29,792.6662248828087,1,0,927.243038503216,0,1,0,0,0,0
4375,125,1595.4214451878436,2,4,1233.6969424440695,3,1,1,1,0,0
893,230,1785.2131654554673,3,5,1640.7201765841617,4,1,1,1,1,1
2085,138,1955.442642756042,2,1,2161.0284695868604,3,1,1,0,0,0
2912,145,1933.6920478837662,2,5,1557.649671927716,3,1,1,0,0,1
6258,40,1397.141159781011,1,11,1629.642194242578,1,1,1,0,0,1
5217,50,2813.642519715502,1,1,2432.499556198407,1,1,1,0,0,0
5507,45,2821.352634017893,1,1,2432.499556198407,1,1,0,0,0,0
1223,79,2496.3070249563402,2,3,1919.137486048757,2,0,0,0,0,1
6994,137,2210.5592126265187,3,3,1848.1300723995475,4,0,1,0,0,1
6357,104,1389.833228409667,2,4,1629.642194242578,3,1,1,1,1,0
1015,62,1477.2405075770378,1,3,1640.7201765841617,2,1,1,0,0,0
2837,85,1361.382560606914,1,9,1557.649671927716,3,1,0,0,0,1
4748,90,949.6107613655569,2,4,943.1819623208775,2,0,1,1,1,0
7035,79,2210.5592126265187,1,5,1848.1300723995475,1,1,1,0,0,0
4066,75,1595.4214451878436,2,2,1233.6969424440695,2,1,1,1,0,0
2489,130,1313.6595473494451,2,3,1301.7464633309805,4,1,1,1,0,0
4342,95,1042.5182853548156,2,3,1233.6969424440695,5,1,1,1,0,0
5060,130,2821.352634017893,2,2,2432.499556198407,2,0,1,0,0,1
4358,58,958.0746586280278,1,0,1233.6969424440695,0,1,0,0,0,0
3095,57,1933.6920478837662,1,11,1557.649671927716,1,1,1,0,0,0
5942,127,2821.352634017893,2,5,2432.499556198407,3,1,0,0,0,1
553,123,1397.5029862787426,2,4,1924.735143390946,4,1,1,0,0,0
2581,100,1307.0803150478166,2,3,1301.7464633309805,3,1,1,1,0,0
5304,60,2821.352634017893,1,4,2432.499556198407,1,1,1,0,0,0
1940,170,2326.721192006667,3,2,2161.0284695868604,4,1,1,1,0,0
6339,93,1389.833228409667,2,3,1629.642194242578,3,1,1,1,0,0
566,113,1377.8023914145683,2,3,1924.735143390946,3,0,1,0,0,0
2946,80,1361.382560606914,1,2,1557.649671927716,1,1,1,0,1,0
6126,85,1479.014960744849,2,3,1629.642194242578,2,1,1,1,1,0
5912,130,2821.352634017893,1,6,2432.499556198407,4,1,1,0,0,0
